IdPersona;Genero;Edad;SectorPoblacional;estado_civil;DepartamentoPersona;MunicipioPersona;cx_persona;cy_persona;EstratoPersona
Z14847;M;26;Básico;SIN INFORMACION;;;;;
J14848;F;60;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.20138189;4.63861604;2
K14849;M;37;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16478596;4.61876131;
U14850;M;43;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08191271;4.6467739;5
M14851;F;41;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12244053;4.74156789;2
B14852;M;64;Básico;SIN INFORMACION;;;;;
A14853;M;29;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06036015;4.71062837;0
Y14854;M;27;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08756317;4.67821288;3
C14855;F;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05796546;4.71555878;3
P14856;F;44;Básico;UNION LIBRE;CUNDINAMARCA;SOACHA;-74.22747529;4.58350355;2
H14857;M;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10491076;4.56955429;3
Z14858;F;51;Medio;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14571982;4.68810803;0
R14859;M;28;Básico;SIN INFORMACION;;;;;
L14860;M;51;Básico;CASADO;;;;;
M14861;M;26;Básico;SIN INFORMACION;;;;;
X14862;M;57;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.19277663;4.62083267;2
P14863;M;38;Básico;SIN INFORMACION;;;;;
H14864;M;42;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14327215;4.58404969;2
W14865;F;41;Básico;UNION LIBRE;;;;;
R14866;F;42;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15628567;4.64803241;2
F14867;M;36;Básico;SIN INFORMACION;CUNDINAMARCA;ZIPAQUIRA;-73.99313996;5.03415472;2
I14868;F;30;Joven;SIN INFORMACION;;;;;
D14869;M;56;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.05674051;4.70331889;5
O14870;F;42;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11287319;4.75210829;2
M14871;F;32;Básico;SIN INFORMACION;;;;;
A14872;F;34;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14197251;4.55594251;2
Z14873;F;21;Joven;SIN INFORMACION;;;;;
J14874;F;55;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10050228;4.54520804;2
K14875;F;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11771394;4.74376844;2
U14876;M;40;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.19015743;4.62341635;2
M14877;F;32;Joven;UNION LIBRE;CUNDINAMARCA;FACATATIVA;-74.35196128;4.82166739;3
B14878;M;30;Joven;SIN INFORMACION;;;;;
A14879;F;54;Básico;SIN INFORMACION;;;;;
Y14880;F;51;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.12405154;4.72750856;3
C14881;M;48;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09176823;4.67780897;3
P14882;M;26;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.118292;4.57922277;3
H14883;M;63;Básico;CASADO;CUNDINAMARCA;SIBATE;-74.26373112;4.49156518;3
Z14884;F;40;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14343973;4.56323061;2
R14885;F;55;Medio;CASADO;CUNDINAMARCA;FACATATIVA;-74.35963296;4.80954564;2
L14886;F;58;Básico;SIN INFORMACION;;;;;
M14887;M;28;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.20622332;4.63612567;2
X14888;M;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16224055;4.60429634;3
P14889;F;25;Básico;SIN INFORMACION;;;;;
H14890;F;40;Medio;CASADO;;;;;
W14891;M;32;Básico;SIN INFORMACION;;;;;
R14892;F;32;Básico;SIN INFORMACION;;;;;
F14893;F;29;Básico;SIN INFORMACION;;;;;
I14894;M;66;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0513596;4.66887558;
D14895;F;49;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13615639;4.62544517;3
O14896;M;55;Básico;CASADO;;;;;
M14897;F;37;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.20616234;4.60693449;2
A14898;F;29;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07450314;4.63580414;4
Z14899;M;44;Básico;SIN INFORMACION;;;;;
J14900;M;25;Joven;SIN INFORMACION;;;;;
K14901;M;42;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.1804423;4.59134558;1
U14902;F;27;Básico;SIN INFORMACION;;;;;
M14903;F;48;Básico;SIN INFORMACION;;;;;
B14904;M;49;Alto;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11009792;4.73417598;2
A14905;M;55;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05380192;4.73394525;4
Y14906;M;46;Básico;SIN INFORMACION;CUNDINAMARCA;VILLETA;-74.47261769;5.01135188;3
C14907;M;43;Medio;SIN INFORMACION;;;;;
P14908;M;20;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14917748;4.66924209;3
H14909;F;25;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12899224;4.74172436;2
Z14910;F;54;Medio;SOLTERO;CUNDINAMARCA;APULO;-74.59278749;4.52064195;
R14911;F;41;Básico;SIN INFORMACION;;;;;
L14912;M;47;Básico;SIN INFORMACION;;;;;
M14913;M;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12178484;4.7521334;
X14914;F;20;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07189283;4.69447194;4
P14915;M;34;Básico;SIN INFORMACION;;;;;
H14916;F;38;Medio;SIN INFORMACION;;;;;
W14917;M;26;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12088737;4.69427683;3
R14918;M;40;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05200473;4.74944687;0
F14919;M;46;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08468054;4.58018394;2
I14920;M;32;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10101447;4.6382392;4
D14921;M;35;Alto;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03765657;4.71077777;6
O14922;M;32;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.2032704;4.5884052;
M14923;M;23;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13320616;4.70568092;2
A14924;M;41;Básico;SIN INFORMACION;;;;;
Z14925;F;39;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15517298;4.58027551;2
J14926;F;35;Joven;SOLTERO;;;;;
K14927;F;32;Medio;SIN INFORMACION;;;;;
U14928;M;26;Básico;SIN INFORMACION;;;;;
M14929;M;29;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05357686;4.74957006;3
B14930;M;27;Joven;SOLTERO;;;;;
A14931;F;49;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11682277;4.55105925;2
Y14932;F;60;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08460621;4.56334551;1
C14933;M;33;Básico;CASADO;;;;;
P14934;F;22;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1236035;4.67038687;
H14935;M;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11627325;4.5253866;2
Z14936;M;23;Básico;SIN INFORMACION;;;;;
R14937;M;27;Medio;SIN INFORMACION;CUNDINAMARCA;TOCANCIPA;-73.91906878;4.96162864;2
L14938;M;22;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08184543;4.6159906;3
M14939;M;36;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09037088;4.68446514;3
X14940;F;46;Básico;SIN INFORMACION;;;;;
P14941;F;33;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10291909;4.69767379;3
H14942;M;60;Medio;SIN INFORMACION;;;;;
W14943;F;47;Básico;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11595965;4.74242326;2
R14944;F;41;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16144554;4.58094701;2
F14945;M;38;Básico;SIN INFORMACION;;;;;
I14946;M;24;Básico;SIN INFORMACION;CUNDINAMARCA;FUSAGASUGA;-74.35873891;4.33521046;
D14947;F;45;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10270963;4.61132297;3
O14948;M;52;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11739882;4.60135246;3
M14949;F;31;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07935277;4.60513535;0
A14950;F;63;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11254845;4.73957652;2
Z14951;F;23;Básico;SIN INFORMACION;;;;;
J14952;M;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.21029932;4.61304086;2
K14953;F;27;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03956954;4.70748408;0
U14954;F;50;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06454534;4.72821867;5
M14955;M;33;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03097592;4.73583316;3
B14956;F;46;Medio;SIN INFORMACION;;;;;
A14957;M;45;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05172927;4.73094709;4
Y14958;F;44;Básico;SIN INFORMACION;;;;;
C14959;M;51;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11343598;4.61116071;3
P14960;M;31;Básico;SIN INFORMACION;CUNDINAMARCA;MADRID;-74.26500453;4.72996329;2
H14961;M;20;Básico;SIN INFORMACION;;;;;
Z14962;F;28;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03502478;4.71934481;4
R14963;F;24;Básico;SIN INFORMACION;;;;;
L14964;F;35;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15959166;4.60082724;3
M14965;M;35;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1234359;4.58554068;3
X14966;M;58;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.02837619;4.75876316;3
P14967;F;47;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0919723;4.54744968;2
H14968;F;36;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12487707;4.74524195;2
W14969;F;40;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0919996;4.75329888;3
R14970;M;23;Joven;SIN INFORMACION;;;;;
F14971;M;47;Básico;SIN INFORMACION;CUNDINAMARCA;MADRID;-74.27687539;4.73699432;2
I14972;M;33;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14739744;4.62745392;3
D14973;M;41;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.19185491;4.61295024;
O14974;M;35;Básico;SIN INFORMACION;;;;;
M14975;M;30;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05752462;4.67680871;6
A14976;M;36;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07204041;4.60081802;2
Z14977;M;23;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07875112;4.73174526;6
J14978;M;44;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.03773358;4.69789673;6
K14979;M;36;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.02592004;4.66937438;2
U14980;F;36;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14764959;4.53991299;1
M14981;F;27;Joven;SIN INFORMACION;;;;;
B14982;M;38;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08072896;4.67838129;4
A14983;F;25;Joven;SIN INFORMACION;;;;;
Y14984;M;36;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06344775;4.6968649;5
C14985;M;52;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.10805475;4.49986663;1
P14986;F;37;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11112189;4.75880534;3
H14987;M;27;Joven;SIN INFORMACION;;;;;
Z14988;M;58;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.04668106;4.70036979;6
R14989;F;36;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11312772;4.50217278;2
L14990;F;41;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.19064463;4.6036426;2
M14991;F;44;Básico;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14569537;4.57242405;2
X14992;M;51;Básico;UNION LIBRE;;;;;
P14993;F;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09852158;4.59554558;3
H14994;M;43;Básico;SIN INFORMACION;;;;;
W14995;F;48;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05900385;4.65701258;0
R14996;M;66;Medio;SIN INFORMACION;;;;;
F14997;M;37;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.17425621;4.59353287;2
I14998;M;23;Básico;SIN INFORMACION;;;;;
D14999;F;50;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1216262;4.70089753;3
O15000;M;34;Medio;CASADO;CUNDINAMARCA;CAJICA;-74.03049079;4.91910234;2
M15001;F;24;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13998219;4.58110197;2
A15002;M;48;Medio;VIUDO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0686701;4.74380746;4
Z15003;M;30;Básico;SIN INFORMACION;;;;;
J15004;F;50;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13328858;4.67980412;3
K15005;F;34;Básico;SIN INFORMACION;;;;;
U15006;F;37;Básico;SIN INFORMACION;;;;;
M15007;F;41;Básico;SIN INFORMACION;;;;;
B15008;M;33;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10835878;4.71502858;3
A15009;F;34;Básico;SIN INFORMACION;;;;;
Y15010;F;24;Joven;SIN INFORMACION;;;;;
C15011;F;50;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12459952;4.64819067;0
P15012;M;48;Básico;SIN INFORMACION;;;;;
H15013;F;60;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.12245035;4.71774082;3
Z15014;M;27;Joven;SIN INFORMACION;;;;;
R15015;M;47;Medio;SIN INFORMACION;;;;;
L15016;M;27;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15765421;4.62451309;3
M15017;M;28;Medio;SIN INFORMACION;;;;;
X15018;F;49;Básico;SIN INFORMACION;;;;;
P15019;M;23;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0990909;4.58463891;3
H15020;M;39;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.03610463;4.75968881;3
W15021;M;38;Medio;CASADO;;;;;
R15022;F;56;Medio;CASADO;CUNDINAMARCA;PASCA;-74.30733175;4.31198258;
F15023;M;44;Medio;UNION LIBRE;;;;;
I15024;F;51;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09009636;4.70430237;2
D15025;F;37;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13369982;4.64550432;
O15026;M;31;Joven;SIN INFORMACION;;;;;
M15027;M;26;Básico;SIN INFORMACION;;;;;
A15028;M;48;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.1360305;4.67287286;
Z15029;M;23;Básico;SIN INFORMACION;CUNDINAMARCA;MADRID;-74.28122647;4.72708015;0
J15030;F;40;Medio;SIN INFORMACION;;;;;
K15031;M;24;Básico;SIN INFORMACION;;;;;
U15032;M;26;Medio;SIN INFORMACION;;;;;
M15033;F;46;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04051423;4.70539001;6
B15034;M;34;Medio;SIN INFORMACION;;;;;
A15035;M;53;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15158747;4.64851022;2
Y15036;F;41;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13700549;4.65493687;2
C15037;F;23;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.02713446;4.74563951;3
P15038;F;42;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13686327;4.62744256;3
H15039;M;21;Básico;SIN INFORMACION;;;;;
Z15040;M;44;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.059213;4.62859911;1
R15041;M;51;Medio;SIN INFORMACION;;;;;
L15042;M;33;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.092042;4.71859454;2
M15043;M;40;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13297654;4.70723652;2
X15044;M;62;Básico;UNION LIBRE;CUNDINAMARCA;FUSAGASUGA;-74.35970253;4.35057407;2
P15045;F;37;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12568295;4.72139554;3
H15046;M;20;Joven;SIN INFORMACION;;;;;
W15047;F;27;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14528811;4.63628847;3
R15048;M;21;Básico;SIN INFORMACION;;;;;
F15049;M;59;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06090979;4.73158205;5
I15050;F;44;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.2044679;4.62333289;2
D15051;M;31;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.056916;4.68718579;6
O15052;F;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09049936;4.65274868;4
M15053;M;26;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04670719;4.68235152;6
A15054;M;31;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13957884;4.71526433;2
Z15055;F;38;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14120172;4.71964999;2
J15056;F;54;Medio;SIN INFORMACION;;;;;
K15057;F;24;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04391431;4.73197333;4
U15058;M;34;Medio;SOLTERO;CUNDINAMARCA;FACATATIVA;-74.35958718;4.81830776;3
M15059;M;42;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07468995;4.66857591;
B15060;M;49;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10145351;4.60199283;3
A15061;M;55;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10557861;4.71652645;2
Y15062;M;32;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11264937;4.69844391;3
C15063;M;28;Medio;SIN INFORMACION;CUNDINAMARCA;FUSAGASUGA;-74.36273201;4.32782557;3
P15064;M;29;Básico;SIN INFORMACION;;;;;
H15065;F;40;Medio;SIN INFORMACION;CUNDINAMARCA;CHIA;-74.04936968;4.88054506;2
Z15066;M;54;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07953532;4.7352473;3
R15067;F;43;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05428066;4.74270767;4
L15068;F;51;Básico;SOLTERO;CUNDINAMARCA;FACATATIVA;-74.35516529;4.80852075;2
M15069;M;23;Joven;SIN INFORMACION;;;;;
X15070;F;38;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.16968598;4.64820084;2
P15071;F;39;Básico;SIN INFORMACION;;;;;
H15072;M;22;Medio;SIN INFORMACION;;;;;
W15073;F;57;Medio;CASADO;CUNDINAMARCA;SOPO;-73.9461579;4.9101305;
R15074;M;24;Básico;SIN INFORMACION;;;;;
F15075;M;42;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.22786132;4.58509352;1
I15076;M;43;Medio;SIN INFORMACION;;;;;
D15077;F;38;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07275394;4.69292211;4
O15078;M;44;Alto;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07964993;4.58941597;2
M15079;F;26;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08708446;4.73790459;3
A15080;M;28;Básico;SIN INFORMACION;;;;;
Z15081;F;30;Joven;SIN INFORMACION;;;;;
J15082;F;44;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06140282;4.67439033;5
K15083;F;47;Medio;SIN INFORMACION;;;;;
U15084;M;30;Medio;SIN INFORMACION;;;;;
M15085;F;50;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11325854;4.49775074;1
B15086;F;30;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11198334;4.64673698;4
A15087;F;64;Básico;SOLTERO;CUNDINAMARCA;FACATATIVA;-74.35167554;4.80949442;3
Y15088;M;53;Medio;SIN INFORMACION;CUNDINAMARCA;CAJICA;-74.02391123;4.91542721;3
C15089;M;40;Medio;SIN INFORMACION;;;;;
P15090;M;48;Medio;UNION LIBRE;;;;;
H15091;M;33;Básico;SIN INFORMACION;CUNDINAMARCA;MADRID;-74.28096084;4.73016341;0
Z15092;F;31;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.07841573;4.5773861;2
R15093;M;51;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07096566;4.71404625;5
L15094;M;29;Joven;SIN INFORMACION;;;;;
M15095;M;46;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.02441776;4.74641887;3
X15096;M;30;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05820278;4.73577116;0
P15097;F;30;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12179497;4.66080307;0
H15098;F;32;Básico;SOLTERO;CUNDINAMARCA;MOSQUERA;-74.23176108;4.70571836;3
W15099;M;25;Básico;SIN INFORMACION;;;;;
R15100;F;30;Básico;UNION LIBRE;CUNDINAMARCA;SUESCA;-73.8008875;5.10942894;
F15101;F;46;Básico;SIN INFORMACION;;;;;
I15102;M;67;Medio;SIN INFORMACION;;;;;
D15103;F;29;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10606006;4.56451622;2
O15104;M;26;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11880378;4.72039387;3
M15105;F;54;Básico;SIN INFORMACION;;;;;
A15106;M;32;Básico;SIN INFORMACION;;;;;
Z15107;F;45;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.20063882;4.60591922;2
J15108;M;26;Básico;SIN INFORMACION;;;;;
K15109;M;45;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17550297;4.63877005;2
U15110;M;36;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13800202;4.56229396;2
M15111;M;21;Básico;SIN INFORMACION;;;;;
B15112;M;35;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09393081;4.54562376;2
A15113;F;61;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11421786;4.66281869;4
Y15114;F;51;Básico;SIN INFORMACION;;;;;
C15115;M;73;Medio;SIN INFORMACION;;;;;
P15116;M;19;Joven;SIN INFORMACION;;;;;
H15117;M;44;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.1093785;4.6592187;0
Z15118;M;39;Básico;SIN INFORMACION;;;;;
R15119;F;57;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.086473;4.594997;
L15120;M;23;Medio;SIN INFORMACION;CUNDINAMARCA;CAJICA;-74.02943796;4.91880976;2
M15121;F;46;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.0854557;4.75549149;3
X15122;M;47;Medio;SIN INFORMACION;;;;;
P15123;M;27;Básico;SIN INFORMACION;;;;;
H15124;M;35;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15565832;4.6389974;3
W15125;M;49;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11095033;4.56587088;2
R15126;M;54;Medio;SIN INFORMACION;;;;;
F15127;F;38;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.02749045;4.74804071;3
I15128;M;30;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14561617;4.5547342;2
D15129;M;19;Básico;SIN INFORMACION;;;;;
O15130;M;58;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11873038;4.49374922;1
M15131;M;37;Medio;SIN INFORMACION;CUNDINAMARCA;PUERTO SALGAR;-74.64793934;5.4700574;
A15132;M;48;Medio;CASADO;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATE;-73.80917346;5.30978084;2
Z15133;F;28;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10256459;4.67769355;3
J15134;F;36;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12073735;4.55893066;2
K15135;M;20;Joven;SIN INFORMACION;;;;;
U15136;F;21;Joven;SIN INFORMACION;;;;;
M15137;F;47;Medio;UNION LIBRE;CUNDINAMARCA;MOSQUERA;-74.22478;4.72439713;3
B15138;F;39;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15502203;4.55436916;1
A15139;M;19;Joven;SIN INFORMACION;;;;;
Y15140;F;41;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12374533;4.61709822;3
C15141;M;31;Medio;SIN INFORMACION;CUNDINAMARCA;ZIPAQUIRA;-74.00576172;5.03500215;2
