IdPersona|IdEmpresa|Categoria|Piramide1|Piramide2
C16181|a63f7ad6604cb3836a51dd80b9c243b3ae471791eb7e067b484da6a52fcc96da|C|1 Emp Grandes|1.1 Platinum
P16182|04b1f93454c0e2fa7b06f776dec5a19bd94856b0f8e40b8376d162f1299f9a42|C|3 Empresas Pymes|3.2 VIP Estándar
H16183|42a2ebdbd7480c238ee3aa9ee735ce6e29dca9720c395f324b297b76917aad2e|A|4 Micro|4.1 Estándar
Z16184|80323afe3c0e1a4346d4ae2b1f78a303095fdf31f6fd042871c64bc91f1b1fd9|A|4 Micro|4.2 Trans. Mas de 100 Trab.
R16185|d323f84213f9ddbfb8ec525b198d1f347b3b97db2d319d76bd8b0898d52504da|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
L16186|9b796eec67c88ad69c17fa546f342e9a34264b6f058dabed23180f2756f25b7b|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M16187|9e085747daefa35ced98eb16c0f77c70f231e4d779b0690610856c2fb447f64a|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
X16188|586441bdfc26d968068705fa6478fefbed63116e8ffaa8e68ef90b38600a85fa|A|3 Empresas Pymes|3.1 VIP
P16189|403a3b5a0bf85fe474cec47d9d74fb1fc608b6ca6ae0e68df9d73b80eed71fec|A|1 Emp Grandes|1.1 Platinum
H16190|dec771b18fda3a1103acf78d8f7922edeb86a41a3bd48212ee99dd236d3b9df8|B|4 Micro|4.5 Transaccional
W16191|5b11d19359f3c82d211f295d027b9f96b2dfa049689a1ff3f7c4e43ca98ed344|B|1 Emp Grandes|1.2 Premium
R16192|cbeba08043ae1e7e5c1d39e42ad6c74cc597047e51d4e0e57585be317aaa4e1a|A|4 Micro|4.5 Transaccional
F16193|082ba7bc06210676a50fd4c7e7f0f76593b87a396d12ce87ff9d7697b1de520b|A|4 Micro|4.5 Transaccional
I16194|8d638dce7dfddf926b18b953b73ae9df145451bdad248c74855f494eb0e435b7|A|3 Empresas Pymes|3.2 VIP Estándar
D16195|28e80af42f352dd10d5f68af94d4a26ba72f6b47ae4648ea934a02c7016a88f7|A|3 Empresas Pymes|3.1 VIP
O16196|24b694b08efe681dfd62f73f8b21aeeb3ff221589e8d0bad68f46a4f484ee1ce|A|4 Micro|4.5 Transaccional
M16197|ee2d0b48b02778770d4f7d88fb1600efa9e600224878dc5a016b6754cdd14192|C|1 Emp Grandes|1.1 Platinum
A16198|135f376b4e7f99cf32732ec5a17f7739fc9087de265fcbb9dbdfc0afec8790f1|A|1 Emp Grandes|1.2 Premium
Z16199|3ff893b08255fac1fe11e73a93beca716f77cd75b66756647b022253db9239bb|C|1 Emp Grandes|1.1 Platinum
J16200|0a5c57b8b5e1bed6a0e8aea006b27e61aa23cf0cf10c0c0ef959ecd2a4cfb0c4|C|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
K16201|0829b82282310eeda1812c897806dd1eb33428f1eccac20c8ce202203182e9d9|A|4 Micro|4.5 Transaccional
U16202|c547f34421854b1684c54fae75e2b9296120b4000014ff0bce6fefb3bd964da3|A|4 Micro|4.5 Transaccional
M16203|0b84c7f7cc8b6e7f1432863f9da75e4096b0967e72219d45a621a8e726735743|B|3 Empresas Pymes|3.1 VIP
B16204|3a683dcfe9c24c641261657b6fa3eefacbc4e9cca45a08d1a5045f4ec0469d9f|A|3 Empresas Pymes|3.2 VIP Estándar
A16205|59178058aca59b7f235ec3e72c92ed2efc5bd1a524ad24bbec23e86eb6f742f6|C|1 Emp Grandes|1.1 Platinum
Y16206|c509c7fe5c7de9b7124038ae4bf60a2d4610ef275d0ee7a9ccbfe2deef9ec332|A|3 Empresas Pymes|3.2 VIP Estándar
C16207|f66c85d6ad63d2560cb7f767e55856980bcd77a13ef6aee8b320f10585e42a30|A|2 Emp Medio|2.2 Silver
P16208|63cd3f938acb73ce0c5bb88b3ecc34358127b46fdcc590b0e97fe6d3d2c2c46b|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
H16209|f9d31434bb23856ceba58cab7130c46c10b3c898014755f7ec8876c4066be4da|A|4 Micro|4.5 Transaccional
Z16210|c48e807bc609a7b413d1d69da7c3f429d3e954de4eed25dbac63b8838b9dd956|C|2 Emp Medio|2.2 Silver
R16211|58e4f0682daf1016ca3614a2f1cd1649dfc550280ee1c3502220bc7ce337ccb2|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
L16212|6e379f531f46793ba5cb43c6f6c9a92bc88bb2451cffcd535ebb09b26f8aa33b|A|3 Empresas Pymes|3.2 VIP Estándar
M16213|1fbc5ceedf3f06d7bf5170ff383c5b88030d42f2d3b66cef8f5ae58a5f2a11fa|A|4 Micro|4.1 Estándar
X16214|88f0824ea5f9cdf17ef31860c26c27bd20b974bbfa3ea4210bfa2c761a0c806d|A|4 Micro|4.7 Transaccional - Independiente
P16215|8209ff6bfb0d964c670b41ab0463acbefc403520980a5c72c47d40c71cf6b0b8|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
H16216|10a812a3aebe2dc1d472e0310447bbea2ee1cb1d94200bd85a0f01e1445c380f|B|2 Emp Medio|2.2 Silver
W16217|a52aa9d56ca5068df068d0662f1d0ab663c2b455671ce88c6e4a3808bd57a0a9|A|1 Emp Grandes|1.2 Premium
R16218|55884532e9e911bc6164ce10903cacba348a41690adee35991c028d495aa28a0|A|4 Micro|4.1 Estándar
F16219|436e7f46d50260dec63796559392cdbe4d54de48235fcf43ee2b3ab011d57ba7|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
I16220|ee8718dc7dbc456412f367fbbf65710ca544bfd9560f67eca46295428d05bb29|A|3 Empresas Pymes|3.1 VIP
D16221|69649722ec9ee5b006990bbef67f47f9c3f13cc088ca8d7b7ae505b7a6b1a232|A|2 Emp Medio|2.2 Silver
O16222|d82397e6a4bcb5e635814a43f87ef71d5896ac104650fff3c4483faceff4431f|A|4 Micro|4.5 Transaccional
M16223|fb8ad019cd791d887cd847a759182bed583825d0a509aa3cbba97401e5e5c0c3|A|1 Emp Grandes|1.2 Premium
A16224|293992ed5a9efbca1b192e663fc37a8629f8c791dbb89f046e2853c79ca9b927|A|3 Empresas Pymes|3.1 VIP
Z16225|313d53317871ea488c094e56507dd05deeb45b6fa7bc9c9b6c372ac55c1410fd|A|4 Micro|4.2 Trans. Mas de 100 Trab.
J16226|1ba9b2195c93f8a3cd92c55ccbf766d599cb1bad09b8ba3b62818880257ee8f1|A|4 Micro|4.5 Transaccional
K16227|f878e86bef01f35a44f7c58d4fb6842cf678665e73dabd41b047ea9eab4e9ee5|C|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
U16228|3793fe2c46813ae4faf44fcdc5175276b55dd94aa1de1285cdefc54fd6ad3b1e|B|1 Emp Grandes|1.2 Premium
M16229|ab9e13580c95660fa0eb80f403287ca402e6a009cdb011683675d9debd243584|A|1 Emp Grandes|1.2 Premium
B16230|654527dc8afdb404f3d9e0aa2e8c24c03e5565ed1c74187203ce172c1eaab4b1|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A16231|d2053a901ba8e5b108df8381bb3151926ba0ae49e9b588f3bbeef0a03646a911|A|4 Micro|4.5 Transaccional
Y16232|dfc5f651f0088ad41852121a74ad26c90b4bca2b498e0cfba4b72561a62a1413|A|3 Empresas Pymes|3.2 VIP Estándar
C16233|cf4a0beb3ca3c226aab17c218c1f2442f8402ea5bf5e165aa773d5e35114bb34|A|2 Emp Medio|2.1 Gold
P16234|5ca261bc23c4325bfa3a1652955cf906bd7a15f7577d48068a6b786ed1574a89|A|4 Micro|4.5 Transaccional
H16235|e0a3ecd4b8c19d5253f9c90ccf62f4a79e0f500ef46b879e6f098842b31e3da7|B|1 Emp Grandes|1.1 Platinum
Z16236|fc64e5562b747f8285b4dea69890b60a8aae9a112c3e139f8f686d321c0fbe24|B|3 Empresas Pymes|3.1 VIP
R16237|e0d503d7be1fe221421368103acbab3eebf87170945a91e8bf0d7138d4426b55|A|1 Emp Grandes|1.2 Premium
L16238|1d291dff61267fd11239c6c517ecfad91ff3f2495bde27e1371d2f07ce622179|C|3 Empresas Pymes|3.1 VIP
M16239|1605030e37b9ae65d3912bfb19f7d30769ce505869bfe74adb8b1d81c1eac5b7|A|4 Micro|4.1 Estándar
X16240|b3cf0b9f22b1d8c857021812f7e2bda038d49f70a9390896ea9dc7db49d08b2b|A|3 Empresas Pymes|3.2 VIP Estándar
P16241|0dcd310d629f748bb3a01f059a1ba2202c3cb93df038e594a00e200ee99df704|A|1 Emp Grandes|1.1 Platinum
H16242|3a40ce211026dc822462336bbcc45dd5fc0dda52b578cde6008eacc43037f975|C|1 Emp Grandes|1.1 Platinum
W16243|c44d6de624e4e5b22386e1157c3fa45a1b24aadf9408357d5d1945953e56b9b4|A|4 Micro|4.5 Transaccional
R16244|04fe5e2af95c8f607c2404a6ad0cef15e44267ae89a25baa257c02bbf1b2ae5f|A|2 Emp Medio|2.1 Gold
F16245|d0fbd9faa33fe122d53ce7cd4e974e0aadb0e1961b8e78c1b281212020b56abe|A|4 Micro|4.5 Transaccional
I16246|f7e884c3bcded8139494ef4013b05e244a3226778be1306019531170a13c28eb|A|3 Empresas Pymes|3.2 VIP Estándar
D16247|649f1d85fd91970576bfa53afcc4625c6bb30f5ad26d94c042cd9e2622dec9d7|A|4 Micro|4.5 Transaccional
O16248|8c9e10115a43cf77a923656d6ab17f51adf288c340349c8173c9409e04db6f5d|A|3 Empresas Pymes|3.1 VIP
M16249|84a52434794ca49066a68e065afa90cb5fe6abd399edd8f5e1590328a828d40f|A|4 Micro|4.1 Estándar
A16250|59553f445c237d2010b1e6028039d406f4bc0ce57e9919b364c9c75a718ea2bb|A|2 Emp Medio|2.2 Silver
Z16251|68656cd7718829615c4b784316a8cb5ef13bf5feb7cef944edc2d7a6e387ce4d|A|3 Empresas Pymes|3.1 VIP
J16252|dce30c6a292b6cbd34aa5dd6a3e7e29aac706ee14ee395f9e7a5cd62957f26d6|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
K16253|29d286aadcbfbc4e5461871bd771258caad4d1c863698a46f12330a0e4d4caed|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
U16254|e8791dce9a9871ca25be11481494d28578de69f032fbe93c14f9083b58ed7eb6|B|2 Emp Medio|2.2 Silver
M16255|28e4e1d88de635c720f41e00832bc4ec26d46858e2b342ba8544bc4f3999cb45|A|1 Emp Grandes|1.2 Premium
B16256|eade001fcb589d9b925b3802c5df34d6bc04f02fbcaec11fed0757054d5b9426|B|1 Emp Grandes|1.1 Platinum
A16257|6aafc967932bbfb2c6643746f86c773349f4bf8127cd7a15ac9fd580c1aab884|A|3 Empresas Pymes|3.1 VIP
Y16258|aee3da01d71574e70b3746f21c6615af3ea5171947f3f326b7c02caba7bb26cd|C|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
C16259|d8e1cc459afebedbe653fdd77e374d98a819a5da950e970c40cb1fb66f8b21b5|A|2 Emp Medio|2.2 Silver
P16260|b572b618d7de61ea19bc327effc2245b2c531113626a7021e1cbbf1f1a72070c|A|1 Emp Grandes|1.1 Platinum
H16261|74996347083351d0ffc2705490a579e0b2013deb4224ea429bd31960b071e1aa|B|1 Emp Grandes|1.2 Premium
Z16262|56f7ad220f54ce2fd28254fee1e9981360301414cc2814d9bdde5d01265fbf9a|A|4 Micro|4.1 Estándar
R16263|60a3930ed13a65c5523ac4139c88961d0b3f28b59a7feca4dc5e1a5107f6f790|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
L16264|a81b5b640c12dc05043f4c2919ecda899f92c45367403ae91c705231c2f79eec|A|3 Empresas Pymes|3.1 VIP
M16265|1447cf3d4311bc0289d289e8e49fc59db9b4caf140eefb0c181b3e4308b5b10d|A|1 Emp Grandes|1.2 Premium
X16266|02006611db7d1d58f9a6830366dfbbda211551b9ce64c181dd6891de99ab7505|A|4 Micro|4.2 Trans. Mas de 100 Trab.
P16267|bf7cad3056f31aa0baf2030dae50f539ee6b19d2db1eec70b14cc70cb5975d7b|B|3 Empresas Pymes|3.2 VIP Estándar
H16268|2df7950946b3794a8aa8a04da67e01396069e1e0cbee19ab21a8b573b96e76f3|C|3 Empresas Pymes|3.1 VIP
W16269|f4482a5e997382cdd3a84790ed733832cfa0127d6b89e1b6ecb3f7c72a4a0d76|B|3 Empresas Pymes|3.1 VIP
R16270|4d280ec47523909ed02a1f09de1f5078184ba348bd34b5c9790d80e971b70cb7|A|3 Empresas Pymes|3.1 VIP
F16271|aa5fe3aa6e8e3bdaa515f94b0ae43da6aa553bcb1e05c8f1795d8a9ab66a82fe|A|4 Micro|4.5 Transaccional
I16272|348c7cb3a27f791551870336611cdba776a816e8af18c46d2ad1f0dd893215e6|A|4 Micro|4.4 Trans.Natural Ent. 11 a 99 Trab.
D16273|645a549c2678de960652f94a4e16c35593b55a5b3f16eace551f3805ade3c735|B|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
O16274|2d580f517f3102255a6c75d7f654b6f1975028d613660e20922ef8c6b9864813|B|1 Emp Grandes|1.1 Platinum
M16275|9b995d2831b8262be580dcb35696c46ab9ab37b8cd8b11f42b8c1aef77c3deab|A|3 Empresas Pymes|3.2 VIP Estándar
A16276|b762f804747d1eb3f5cb7e756ddc51609f86c56975bbdda9dd57b619b1945aa3|A|3 Empresas Pymes|3.1 VIP
Z16277|3c8d67248fba0bce57931461c93b31af30154cae79380d5e81877baf13fdeb5e|B|3 Empresas Pymes|3.1 VIP
J16278|1913e1d9d0ffe6e1fa7d50dc2af9048dcc26c6a67ca50f03a4c605cdaf85763c|A|2 Emp Medio|2.2 Silver
K16279|5a11a50e97e0cc52893f143e7798683b6ac371746f7e224cb92e8cc77ecf6c84|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
U16280|581f3877feb84b910fc14c393db0f62d775b0174f8cc1ff1e6f1e47181c41c9e|A|2 Emp Medio|2.2 Silver
M16281|5689f9aefde8e85f1b75f517a87d52bc90145b718a5ba67cfe228a27e79b8175|C|3 Empresas Pymes|3.2 VIP Estándar
B16282|f9b45de978018b6037daa2022ca9a3a23af9b12425acf65f2d4ee8d5c3ad6ed9|C|3 Empresas Pymes|3.1 VIP
A16283|19633f9e6fcb64d47ec748adda243f741a6d43e5ed3872c3fea2935d9ef4eb45|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
Y16284|1f52ab208712c73535d91c325acd9f7326e72664ae385cfd5db40e7a77889ea0|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
C16285|860695460544e44918735a3f2869169249216319256ac9605b89c279d05a4261|C|3 Empresas Pymes|3.1 VIP
P16286|a87f047a117dbd04e2e0f80fa4d8008a272ca4bb4f85f19044dfe06d10e24302|A|4 Micro|4.5 Transaccional
H16287|51af9d233f6592197ac081793d1f9340840321e5409490f577989efa239d53e0|A|2 Emp Medio|2.1 Gold
Z16288|038ad8b2bb10ebf1d44fb081134e96779a79c491f10f2d0a033822a67f707035|A|4 Micro|4.5 Transaccional
R16289|b7b45f3a5a300f40211e08c98012289dc472e047f7a00f0df7dac86902a5a66a|C|3 Empresas Pymes|3.2 VIP Estándar
L16290|ff998bd6d2ed4035337429172b6c4d691373adc780c9e1a413e3a04b5f812f12|A|4 Micro|4.5 Transaccional
M16291|260545bf6e00553b86b473fbc0161772329b2a582f9e0725ecb6d9d1d7c6b77d|A|4 Micro|4.1 Estándar
X16292|fd7da6c887745022352aa7bd698f7266f409057ed4ca126f3b95bdb2eae43877|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
P16293|36eaac8026e97e30b6348c74a4931a9b5e4f74aaacb05c5da75d51aaad9d7191|A|3 Empresas Pymes|3.1 VIP
H16294|d8afb0cda85aedf43adb61d9dc27d3893b808020d71f1909c5d5ec39925217f5|A|2 Emp Medio|2.2 Silver
W16295|6acfa1fa9f5c81526895d39761377800e14538e638a62fb84116ae1e6c0bb117|A|2 Emp Medio|2.1 Gold
R16296|b3b12954d4fec9bdff8ec318e5fec6a17624fa45c23f4ce5269f3e6f423d9394|A|2 Emp Medio|2.2 Silver
F16297|33a7d601fe13cea6d2a19ffc7e6663a321f2205c2a373283c27df0916966fd0b|A|1 Emp Grandes|1.2 Premium
I16298|f32e01de8603b0f9ef3f41673a2a6d0146412f5f91b8951f4561ac729b6c9f58|A|4 Micro|4.5 Transaccional
D16299|101c2b01d9ed2431b30c64ff278b0d05975f63f7c47fc46078cc45778a4e03b3|A|3 Empresas Pymes|3.1 VIP
O16300|7814e245a0dd7db23f9536d95b86c60f89cb26349c5935388aaa2d2d6e983af6|A|1 Emp Grandes|1.2 Premium
M16301|4958d2305567a2cb188820e26ee031817ae8713c3e38819a311242d6d834d50f|A|4 Micro|4.1 Estándar
A16302|073383a086c8e6b7c4d4ff999176784609732cd810877049db7f92ccdb8fddb8|C|3 Empresas Pymes|3.1 VIP
Z16303|50cb5121c9e566b2df96357ebe2359a9a82617d4de7cefdff346932a5cfab561|A|1 Emp Grandes|1.1 Platinum
J16304|67f816e31d5ecd26b3954013eb964d8e3854fca222cec07fee153957ac7559f3|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
K16305|94a93ec6dcefc6876ae97426a9f84afd91fd83f5a18f2abfc4df9ffcbd12c118|A|1 Emp Grandes|1.2 Premium
U16306|d8c6ed2e06446a3be2a63ef82d5a702dc178aa38872913fc68672f27ae5f911f|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M16307|a0de60379e9e705d7d6cfdde68aa59c4af9fca5b040189ba1224efa48cbff2c8|A|1 Emp Grandes|1.2 Premium
B16308|bb6006525287e0ed947ad2543726552767b43d5167498d0f46e6557768b3a985|A|3 Empresas Pymes|3.1 VIP
A16309|341d0cd32f4f35256dbb3336cba2a415660b752de924c88fa7667885534bb392|A|4 Micro|4.2 Trans. Mas de 100 Trab.
Y16310|f05af3ba63051e0de00d45c2d0c3ac825a4ee4db328288d38c2440f73d230edd|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
C16311|d5eada9b9c430c1765f2ccde7dd4c6eea6e615c1f87b500d2f27d866e4a7ca7f|C|1 Emp Grandes|1.1 Platinum
P16312|b6f889923829f59b3efbeb1bcfd9aad7a1e08370520aab7945e06c621ba08d09|A|4 Micro|4.1 Estándar
H16313|2f1c0645d606ebfce1c1e4283bbc53853284131219dbf7dcce0ef21be75007e8|A|2 Emp Medio|2.2 Silver
Z16314|ccda24bd48210c4fbb19f44fe1d893009f2a08d61eeb939ada10d63e9bce0bb1|A|4 Micro|4.1 Estándar
R16315|b938c5b2b15230d236d5b6353d3ea2e425897a3a828e8b17f045023dcf47d39b|A|1 Emp Grandes|1.1 Platinum
L16316|3fd592583c80cd35c4e6da718fe4b2283a1efef5e8ff4f470cb507d9bc05a2c2|A|4 Micro|4.2 Trans. Mas de 100 Trab.
M16317|4cf96fc67f8e761cc34a87c969e47c8158b11c57c662057937d36d6d6b816a1a|A|3 Empresas Pymes|3.1 VIP
X16318|9e5bb8fc827807f3b8361bacbc6ef630e074b09895e8f653f04fb32549e59528|C|3 Empresas Pymes|3.1 VIP
P16319|06680c7d800f5b37c091ededde714dee3f73b97cdbf987de7c74d8172f493c47|A|4 Micro|4.5 Transaccional
H16320|5021f63dad3007a4e61c8c34643b4321b5582fc62841b20610a2c6e22eeca8fb|C|1 Emp Grandes|1.1 Platinum
W16321|7c65e772b94bd326cb363eabcd23e378b7ec6b977a958b9b362ff8b05d6ec496|A|2 Emp Medio|2.1 Gold
R16322|88b00788bbf92d3c5ad57be99759185910d66b18f3f0e271be727b548c3664ce|B|1 Emp Grandes|1.1 Platinum
F16323|bd9aa3e0b8026546076715d3bc36e16e02c86f4f58bfd776d7de559e8961c944|A|4 Micro|4.5 Transaccional
I16324|e27031c96fe11535933583d142092caeca27ddd90f9af2c63e804788188e5733|A|4 Micro|4.4 Trans.Natural Ent. 11 a 99 Trab.
D16325|88bcf872d62a769b4fa5842e5355c0032d232bf2fbd8e75c4f504b217f7cc3b4|A|2 Emp Medio|2.1 Gold
O16326|f27de792b642c57319485eda58cc87c0e7a90dff0d1f6bbc59080d0403975cc9|C|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M16327|5ead1a809fd36fc7f70262e6e9ccf3bf45e786750a851db728f39308999c458c|A|1 Emp Grandes|1.1 Platinum
A16328|6ff28ff06a67ee378b0173106d567109b7fcfe3ab40d25b1de2e358420686320|A|3 Empresas Pymes|3.1 VIP
Z16329|d7771a3d030b7602e5c72c2d1594d9093f687ef38a69c806e192167a3252bf74|A|4 Micro|4.5 Transaccional
J16330|d9d237ad1a44aa0c5c4eb629ae6765e46a6491271339fd1492cc46681c36637a|A|4 Micro|4.5 Transaccional
K16331|8d8293fb30d38c276a9b90838c0f1a8d8a215489207207120d4c183813d67480|A|4 Micro|4.1 Estándar
U16332|6b13ba79f503b202156c0e90c10a6b2d7145777b7af2b5b3222d2f42bb044cb6|A|3 Empresas Pymes|3.2 VIP Estándar
M16333|52ac333cf7fd8087f48fdb2cd6c46a7b4e229002d99988dda03d2ad79e745327|C|2 Emp Medio|2.2 Silver
B16334|b1a39110c37bc107a003e23a8123aa90a95fb9e4022f200fac620e3e489621a3|A|2 Emp Medio|2.2 Silver
A16335|6c8b0774c4740c193187a2c73a8f9e92e17888c21fef364122919c9612fb2377|C|5 Micro|5.1 Colsubsidio
Y16336|a82f53a5474a081e885db3bd0b9a002f3dff9d9e345b2a6aecc29a0178acb286|A|3 Empresas Pymes|3.1 VIP
C16337|c28b7f98b238157dc0c3138af57a8d1aee75c0a44cc67410231ab213c2f2929a|B|5 Micro|5.1 Colsubsidio
P16338|c584b00836a3b517d897ab34846bb4ce8fe061cd5c617c645ff6bab2ae992254|A|1 Emp Grandes|1.2 Premium
H16339|7b5d67688a29143fa439de83761751667e1d5d1140e08836142be605e2500e6c|A|3 Empresas Pymes|3.1 VIP
Z16340|59085e15d7690bc7e9554f7c64415a4e77a8682070c146d8b568c0d884afeed2|A|3 Empresas Pymes|3.1 VIP
R16341|1a8a321591781e83e96a742433a449fb2af27781a3ad072c96dda292ccaf3881|A|3 Empresas Pymes|3.1 VIP
L16342|b8308159e9b21b5fb92e1d84fc67e1d4665ddee008096ab0ba43efe51dfb61b4|C|3 Empresas Pymes|3.1 VIP
M16343|b24a0549093803666b5a37cce83044fc956131893bc433d3ff68a7f2a3497764|A|1 Emp Grandes|1.2 Premium
X16344|9160322a1420cd60f712b86b398851fe103d7854a64718bbfe4578921be8d5c8|C|3 Empresas Pymes|3.1 VIP
P16345|d7ab277607df1989c350b7de440cfac1146e3fcf96ad92e555a239e4cae43557|A|4 Micro|4.2 Trans. Mas de 100 Trab.
H16346|777fb6f1cf0f4adabd7962aec1d722357a4bfff4f71a3c7caae379fc7ddd5a66|A|2 Emp Medio|2.2 Silver
W16347|399cbb920b111f013fd5eee28ee574be9a8793d6d7a90240fefca4dffbf7aeae|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R16348|6f6bd3cbb7b3d23f0681e522451385c995f0be6ec003d222895a2180efb15937|C|3 Empresas Pymes|3.2 VIP Estándar
F16349|3732900c31acd684d684522e11c933d5704d6656791774099ce5cf440ba0ee21|A|2 Emp Medio|2.2 Silver
I16350|dcd106231c5814d6274dd017d06652508633d3127b6f2a805d34c2f6e6f565a3|A|2 Emp Medio|2.1 Gold
D16351|a33ee4ae47ffb4dd5f24864df09caa0a90609ab0abdda3e8345d430fddc92d99|B|2 Emp Medio|2.2 Silver
O16352|db6780241c97c61d8f8b4a3d115cd944a3979fd45e76d4ac8c99c35aca324b93|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M16353|39c47b33c8375f14049c5562bae22e285d026699668d0892802e6ec2b9c6960d|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A16354|d683fca9026a5e36424435e4ba262607860bf9db848f2aee0700a66cd98d3c03|C|2 Emp Medio|2.2 Silver
Z16355|e390ab818c03a16c3f7a293d5189a5b217285ad73ac540d0aa2588c1e2f0285f|A|2 Emp Medio|2.2 Silver
J16356|ecc274ff1a0f90dc9964424a538fb85e5bc5aaae7d20ba65841ed6b6803a0ff3|A|2 Emp Medio|2.2 Silver
K16357|435eda1da0665f3162717f445a9b9385420bbce44ee73212cf6aa781d082764c|A|2 Emp Medio|2.1 Gold
U16358|7a7dd7bb616ed938236a2371776e3317cc3b77c6a6207b8730cc209b8e678925|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M16359|7404ae39054dcf2c1c79f3900371c108d3f96072f66c1c27b610e98c6fd3c4ee|B|4 Micro|4.1 Estándar
B16360|77b186a7e698e4a4cae10d1e67fe44eb2134ee350fcd9fe0ed0db069fbd84316|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A16361|e786b160c9e0dce20c79fad6906048744b52bbe84e5f9cfcdfc49fd074920c3d|A|3 Empresas Pymes|3.2 VIP Estándar
Y16362|15028727be8adda2034e501ccac00306474a1225b20180333f3aa013a6bf0926|A|2 Emp Medio|2.1 Gold
C16363|870797d75d0f230baf31a0b077f78675be2a1f1f17eb8ccf56c8c0059476c7b3|A|1 Emp Grandes|1.1 Platinum
P16364|bca10a8e6135ba6a0a29e85dc4b3d891a7f4620be3bbe850d9487de0f263a571|A|4 Micro|4.5 Transaccional
H16365|6af2d2b6b21007091ddb51d416fe58f3c6edcd4c2cc3b5681aec8c82075fd974|A|2 Emp Medio|2.1 Gold
Z16366|000467f043886208a6b07f895b089b605429707972ae94d1a3014d380f15fe12|A|3 Empresas Pymes|3.2 VIP Estándar
R16367|b73b3912709abc715396c516e6c2b36e060890f274528fb762e492676750567f|A|4 Micro|4.5 Transaccional
L16368|3f87169d79037da0a5a0bd6fb67df8f877f50eebb8b0ec68f2855c6c44b489ff|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M16369|22bf2b2c706d7c87704359b4151fed8978c3c502ffd9c216a57e8f39b55375ce|A|2 Emp Medio|2.1 Gold
X16370|654782bb21f5c6e6af230eb6f24cd40f8ba598beb9ae20b35334ca74142f1adc|A|4 Micro|4.1 Estándar
P16371|e26a29ff512a128478f92a1b83e2829f3d6c616196457010be1b8b0a8c30de49|A|1 Emp Grandes|1.2 Premium
H16372|dbbb8ae280b172991dc6ea20491347555f0acd93ff1db42d70bd294362e0e464|A|3 Empresas Pymes|3.1 VIP
W16373|b97abc23e49bddfacda609f9658c338fc21481c83178068921520307dd76be03|B|3 Empresas Pymes|3.1 VIP
R16374|82f4f8e790829cc74de1d1746701de7371263aa4eae5ad8226075c689dd72183|A|3 Empresas Pymes|3.1 VIP
F16375|afc57267be79fa6ba19440fedffc4787120598f56a52d0dfcfac9fc54eb12ded|A|3 Empresas Pymes|3.1 VIP
I16376|2f2248300a7af79d4247cb75cca539324590600e03fa7ee94a89c518f35fc523|A|2 Emp Medio|2.2 Silver
D16377|00d16231ec406d64306bf38ab6eb0292cf197727cae0a118b36da6726b6678d9|A|2 Emp Medio|2.2 Silver
O16378|1773b66171ace51db23e9140dfb9130299e829a5214e9c183564cd8691a547ae|A|2 Emp Medio|2.2 Silver
M16379|b5105c5e2ff5e7861412182b21bb53b28c2e3fbc649768bc4d55d4fab771bb97|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A16380|7d9dd3ce377d0d7b10afbd2218a137661c319437842eaed9461748fb11f253c8|B|1 Emp Grandes|1.1 Platinum
